protocol_id,bioprotocol_doi,bioprotocol_page,original_article_url,pdf_path,status,notes
Bio-protocol-5104,https://doi.org/10.21769/BioProtoc.5104,https://bio-protocol.org/en/bpdetail?id=5104&type=0,http://dx.doi.org/10.1186/s13071-023-05789-y,,ok,no_direct_pdf
Bio-protocol-5103,https://doi.org/10.21769/BioProtoc.5103,https://bio-protocol.org/en/bpdetail?id=5103&type=0,https://www.doi.org/10.1093/plphys/kiad528,,ok,no_direct_pdf
Bio-protocol-5102,https://doi.org/10.21769/BioProtoc.5102,https://bio-protocol.org/en/bpdetail?id=5102&type=0,https://doi.org/10.21769/BioProtoc.5102,,ok,no_direct_pdf
Bio-protocol-5101,https://doi.org/10.21769/BioProtoc.5101,https://bio-protocol.org/en/bpdetail?id=5101&type=0,https://www.doi.org/10.1016/j.stem.2024.03.011,,ok,no_direct_pdf
Bio-protocol-5100,https://doi.org/10.21769/BioProtoc.5100,https://bio-protocol.org/en/bpdetail?id=5100&type=0,https://www.doi.org/10.1083/jcb.202206121,,ok,no_direct_pdf
Bio-protocol-5099,https://doi.org/10.21769/BioProtoc.5099,https://bio-protocol.org/en/bpdetail?id=5099&type=0,https://doi.org/10.1016/j.jsb.2022.107916,,ok,no_direct_pdf
Bio-protocol-5098,https://doi.org/10.21769/BioProtoc.5098,https://bio-protocol.org/en/bpdetail?id=5098&type=0,https://www.doi.org/10.1523/ENEURO.0500-23.2024,,ok,no_direct_pdf
Bio-protocol-5097,https://doi.org/10.21769/BioProtoc.5097,https://bio-protocol.org/en/bpdetail?id=5097&type=0,https://doi.org/10.1038/s41593-024-01592-9,,ok,no_direct_pdf
Bio-protocol-5096,https://doi.org/10.21769/BioProtoc.5096,https://bio-protocol.org/en/bpdetail?id=5096&type=0,https://doi.org/10.1172/jci.insight.172062,,ok,no_direct_pdf
Bio-protocol-5095,https://doi.org/10.21769/BioProtoc.5095,https://bio-protocol.org/en/bpdetail?id=5095&type=0,https://www.doi.org/10.1083/jcb.202206132,,ok,no_direct_pdf
Bio-protocol-5094,https://doi.org/10.21769/BioProtoc.5094,https://bio-protocol.org/en/bpdetail?id=5094&type=0,https://doi.org/10.1038/s41467-024-47119-5,,ok,no_direct_pdf
Bio-protocol-5093,https://doi.org/10.21769/BioProtoc.5093,https://bio-protocol.org/en/bpdetail?id=5093&type=0,https://doi.org/10.3389/fendo.2023.1059228,,ok,no_direct_pdf
Bio-protocol-5092,https://doi.org/10.21769/BioProtoc.5092,https://bio-protocol.org/en/bpdetail?id=5092&type=0,http://dx.doi.org/10.3390/biology10080777,,ok,no_direct_pdf
Bio-protocol-5091,https://doi.org/10.21769/BioProtoc.5091,https://bio-protocol.org/en/bpdetail?id=5091&type=0,https://www.doi.org/10.1093/nar/gkad545,,ok,no_direct_pdf
Bio-protocol-5090,https://doi.org/10.21769/BioProtoc.5090,https://bio-protocol.org/en/bpdetail?id=5090&type=0,https://doi.org/10.1126/sciadv.abm2411,,ok,no_direct_pdf
Bio-protocol-5089,https://doi.org/10.21769/BioProtoc.5089,https://bio-protocol.org/en/bpdetail?id=5089&type=0,https://doi.org/10.7554/eLife.86689,,ok,no_direct_pdf
Bio-protocol-5088,https://doi.org/10.21769/BioProtoc.5088,https://bio-protocol.org/en/bpdetail?id=5088&type=0,https://doi.org/10.7554/eLife.96574.1,,ok,no_direct_pdf
Bio-protocol-5087,https://doi.org/10.21769/BioProtoc.5087,https://bio-protocol.org/en/bpdetail?id=5087&type=0,https://doi.org/10.21769/BioProtoc.5087,,ok,no_direct_pdf
Bio-protocol-5086,https://doi.org/10.21769/BioProtoc.5086,https://bio-protocol.org/en/bpdetail?id=5086&type=0,https://www.doi.org/10.1083/jcb.202106092,,ok,no_direct_pdf
Bio-protocol-5085,https://doi.org/10.21769/BioProtoc.5085,https://bio-protocol.org/en/bpdetail?id=5085&type=0,https://www.science.org/doi/10.1126/sciimmunol.adi0042,,ok,no_direct_pdf
Bio-protocol-5084,https://doi.org/10.21769/BioProtoc.5084,https://bio-protocol.org/en/bpdetail?id=5084&type=0,https://doi.org/10.21769/BioProtoc.5084,,ok,no_direct_pdf
Bio-protocol-5083,https://doi.org/10.21769/BioProtoc.5083,https://bio-protocol.org/en/bpdetail?id=5083&type=0,https://www.doi.org/10.1093/plphys/kiad644,,ok,no_direct_pdf
Bio-protocol-5082,https://doi.org/10.21769/BioProtoc.5082,https://bio-protocol.org/en/bpdetail?id=5082&type=0,https://doi.org/10.1099/mic.0.001451,,ok,no_direct_pdf
Bio-protocol-5081,https://doi.org/10.21769/BioProtoc.5081,https://bio-protocol.org/en/bpdetail?id=5081&type=0,https://doi.org/10.1016/j.reth.2024.02.005,,ok,no_direct_pdf
Bio-protocol-5080,https://doi.org/10.21769/BioProtoc.5080,https://bio-protocol.org/en/bpdetail?id=5080&type=0,https://www.doi.org/10.1038/s41467-022-30238-2,,ok,no_direct_pdf
Bio-protocol-5079,https://doi.org/10.21769/BioProtoc.5079,https://bio-protocol.org/en/bpdetail?id=5079&type=0,https://doi.org/10.7554/eLife.91903,,ok,no_direct_pdf
Bio-protocol-5078,https://doi.org/10.21769/BioProtoc.5078,https://bio-protocol.org/en/bpdetail?id=5078&type=0,https://www.doi.org/10.1083/jcb.202205128,,ok,no_direct_pdf
Bio-protocol-5077,https://doi.org/10.21769/BioProtoc.5077,https://bio-protocol.org/en/bpdetail?id=5077&type=0,https://www.science.org/doi/10.1126/sciadv.aau7201,,ok,no_direct_pdf
Bio-protocol-5076,https://doi.org/10.21769/BioProtoc.5076,https://bio-protocol.org/en/bpdetail?id=5076&type=0,http://dx.doi.org/10.1002/jcsm.12299,,ok,no_direct_pdf
Bio-protocol-5074,https://doi.org/10.21769/BioProtoc.5074,https://bio-protocol.org/en/bpdetail?id=5074&type=0,https://doi.org/10.1186/s13287-023-03626-8,,ok,no_direct_pdf
Bio-protocol-5073,https://doi.org/10.21769/BioProtoc.5073,https://bio-protocol.org/en/bpdetail?id=5073&type=0,https://doi.org/10.7554/eLife.82446,,ok,no_direct_pdf
Bio-protocol-5072,https://doi.org/10.21769/BioProtoc.5072,https://bio-protocol.org/en/bpdetail?id=5072&type=0,https://doi.org/10.1091/mbc.E22-09-0448,,ok,no_direct_pdf
Bio-protocol-5071,https://doi.org/10.21769/BioProtoc.5071,https://bio-protocol.org/en/bpdetail?id=5071&type=0,http://dx.doi.org/10.1038/s42003-023-04712-6,,ok,no_direct_pdf
Bio-protocol-5070,https://doi.org/10.21769/BioProtoc.5070,https://bio-protocol.org/en/bpdetail?id=5070&type=0,https://doi.org/10.3390/pharmaceutics14051056,,ok,no_direct_pdf
Bio-protocol-5069,https://doi.org/10.21769/BioProtoc.5069,https://bio-protocol.org/en/bpdetail?id=5069&type=0,http://www.ncbi.nlm.nih.gov/pubmed/29813124,,ok,no_direct_pdf
Bio-protocol-5068,https://doi.org/10.21769/BioProtoc.5068,https://bio-protocol.org/exchange/protocoldetail?id=5068&type=1,,,no_original_link,could_not_find_original_article_anchor
Bio-protocol-5067,https://doi.org/10.21769/BioProtoc.5067,https://bio-protocol.org/en/bpdetail?id=5067&type=0,https://doi.org/10.7554/eLife.91931,,ok,no_direct_pdf
Bio-protocol-5066,https://doi.org/10.21769/BioProtoc.5066,https://bio-protocol.org/en/bpdetail?id=5066&type=0,https://doi.org/10.1016/j.jbc.2024.105734,,ok,no_direct_pdf
Bio-protocol-5063,https://doi.org/10.21769/BioProtoc.5063,https://bio-protocol.org/en/bpdetail?id=5063&type=0,https://doi.org/10.1186/s13059-024-03219-5,,ok,no_direct_pdf
Bio-protocol-5062,https://doi.org/10.21769/BioProtoc.5062,https://bio-protocol.org/en/bpdetail?id=5062&type=0,https://doi.org/10.7554/eLife.85348,,ok,no_direct_pdf
Bio-protocol-5061,https://doi.org/10.21769/BioProtoc.5061,https://bio-protocol.org/en/bpdetail?id=5061&type=0,https://doi.org/10.21769/BioProtoc.5061,,ok,no_direct_pdf
Bio-protocol-5060,https://doi.org/10.21769/BioProtoc.5060,https://bio-protocol.org/en/bpdetail?id=5060&type=0,https://doi.org/10.1038/s41598-023-50667-3,,ok,no_direct_pdf
Bio-protocol-5059,https://doi.org/10.21769/BioProtoc.5059,https://bio-protocol.org/en/bpdetail?id=5059&type=0,https://doi.org/10.21769/BioProtoc.5059,,ok,no_direct_pdf
Bio-protocol-5058,https://doi.org/10.21769/BioProtoc.5058,https://bio-protocol.org/en/bpdetail?id=5058&type=0,http://dx.doi.org/10.1016/j.celrep.2024.113971,,ok,no_direct_pdf
Bio-protocol-5057,https://doi.org/10.21769/BioProtoc.5057,https://bio-protocol.org/en/bpdetail?id=5057&type=0,https://doi.org/10.1016/j.omton.2024.200839,,ok,no_direct_pdf
Bio-protocol-5056,https://doi.org/10.21769/BioProtoc.5056,https://bio-protocol.org/en/bpdetail?id=5056&type=0,https://www.doi.org/10.1093/plphys/kiad658,,ok,no_direct_pdf
Bio-protocol-5055,https://doi.org/10.21769/BioProtoc.5055,https://bio-protocol.org/en/bpdetail?id=5055&type=0,https://doi.org/10.1039/d3fo04026g,,ok,no_direct_pdf
Bio-protocol-5054,https://doi.org/10.21769/BioProtoc.5054,https://bio-protocol.org/en/bpdetail?id=5054&type=0,https://www.doi.org/10.1093/plphys/kiad482,,ok,no_direct_pdf
Bio-protocol-5053,https://doi.org/10.21769/BioProtoc.5053,https://bio-protocol.org/en/bpdetail?id=5053&type=0,https://www.doi.org/10.1186/s12915-023-01734-8,,ok,no_direct_pdf
Bio-protocol-5052,https://doi.org/10.21769/BioProtoc.5052,https://bio-protocol.org/en/bpdetail?id=5052&type=0,https://doi.org/10.1126/sciadv.abn0080,,ok,no_direct_pdf
Bio-protocol-5051,https://doi.org/10.21769/BioProtoc.5051,https://bio-protocol.org/en/bpdetail?id=5051&type=0,https://www.doi.org/10.1083/jcb.202202078,,ok,no_direct_pdf
Bio-protocol-5050,https://doi.org/10.21769/BioProtoc.5050,https://bio-protocol.org/en/bpdetail?id=5050&type=0,https://doi.org/10.21769/BioProtoc.5050,,ok,no_direct_pdf
Bio-protocol-5049,https://doi.org/10.21769/BioProtoc.5049,https://bio-protocol.org/en/bpdetail?id=5049&type=0,https://doi.org/10.7554/eLife.81407,,ok,no_direct_pdf
Bio-protocol-5048,https://doi.org/10.21769/BioProtoc.5048,https://bio-protocol.org/en/bpdetail?id=5048&type=0,https://doi.org/10.1021/acs.bioconjchem.3c00380,,ok,no_direct_pdf
Bio-protocol-5047,https://doi.org/10.21769/BioProtoc.5047,https://bio-protocol.org/en/bpdetail?id=5047&type=0,https://www.doi.org/10.1038/s41388-023-02795-3,,ok,no_direct_pdf
Bio-protocol-5046,https://doi.org/10.21769/BioProtoc.5046,https://bio-protocol.org/en/bpdetail?id=5046&type=0,https://doi.org/10.1523/JNEUROSCI.1689-23.2024,,ok,no_direct_pdf
Bio-protocol-5045,https://doi.org/10.21769/BioProtoc.5045,https://bio-protocol.org/en/bpdetail?id=5045&type=0,https://doi.org/10.7554/eLife.92462,,ok,no_direct_pdf
Bio-protocol-5044,https://doi.org/10.21769/BioProtoc.5044,https://bio-protocol.org/en/bpdetail?id=5044&type=0,https://doi.org/10.7554/eLife.90347.1,,ok,no_direct_pdf
Bio-protocol-5043,https://doi.org/10.21769/BioProtoc.5043,https://bio-protocol.org/en/bpdetail?id=5043&type=0,https://www.doi.org/10.1093/plphys/kiad618,,ok,no_direct_pdf
Bio-protocol-5042,https://doi.org/10.21769/BioProtoc.5042,https://bio-protocol.org/en/bpdetail?id=5042&type=0,https://doi.org/10.21769/BioProtoc.5042,,ok,no_direct_pdf
Bio-protocol-5041,https://doi.org/10.21769/BioProtoc.5041,https://bio-protocol.org/en/bpdetail?id=5041&type=0,https://doi.org/10.1021/acs.nanolett.3c03205,,ok,no_direct_pdf
Bio-protocol-5040,https://doi.org/10.21769/BioProtoc.5040,https://bio-protocol.org/en/bpdetail?id=5040&type=0,https://doi.org/10.1080/19336918.2016.1187368,,ok,no_direct_pdf
Bio-protocol-5039,https://doi.org/10.21769/BioProtoc.5039,https://bio-protocol.org/en/bpdetail?id=5039&type=0,https://www.doi.org/10.1002/pro.4786,,ok,no_direct_pdf
Bio-protocol-5038,https://doi.org/10.21769/BioProtoc.5038,https://bio-protocol.org/en/bpdetail?id=5038&type=0,https://doi.org/10.1186/s13098-020-00561-z,,ok,no_direct_pdf
Bio-protocol-5037,https://doi.org/10.21769/BioProtoc.5037,https://bio-protocol.org/en/bpdetail?id=5037&type=0,https://doi.org/10.1126/sciadv.abn7637,,ok,no_direct_pdf
Bio-protocol-5035,https://doi.org/10.21769/BioProtoc.5035,https://bio-protocol.org/en/bpdetail?id=5035&type=0,http://dx.doi.org/10.1097/j.pain.0000000000002597,,ok,no_direct_pdf
Bio-protocol-5034,https://doi.org/10.21769/BioProtoc.5034,https://bio-protocol.org/en/bpdetail?id=5034&type=0,https://doi.org/10.1016/j.jbc.2023.105282,,ok,no_direct_pdf
Bio-protocol-5033,https://doi.org/10.21769/BioProtoc.5033,https://bio-protocol.org/en/bpdetail?id=5033&type=0,https://doi.org/10.1104/pp.17.01636,,ok,no_direct_pdf
Bio-protocol-5032,https://doi.org/10.21769/BioProtoc.5032,https://bio-protocol.org/en/bpdetail?id=5032&type=0,https://doi.org/10.1128/jb.00399-20,,ok,no_direct_pdf
Bio-protocol-5031,https://doi.org/10.21769/BioProtoc.5031,,,,error,RetryError[<Future at 0x1077350a0 state=finished raised HTTPError>]
Bio-protocol-5029,https://doi.org/10.21769/BioProtoc.5029,https://bio-protocol.org/en/bpdetail?id=5029&type=0,https://doi.org/10.21769/BioProtoc.5029,,ok,no_direct_pdf
Bio-protocol-5028,https://doi.org/10.21769/BioProtoc.5028,https://bio-protocol.org/en/bpdetail?id=5028&type=0,https://doi.org/10.7554/eLife.87340.2,,ok,no_direct_pdf
Bio-protocol-5027,https://doi.org/10.21769/BioProtoc.5027,https://bio-protocol.org/en/bpdetail?id=5027&type=0,https://doi.org/10.1021/acsami.3c02741,,ok,no_direct_pdf
Bio-protocol-5026,https://doi.org/10.21769/BioProtoc.5026,https://bio-protocol.org/en/bpdetail?id=5026&type=0,http://dx.doi.org/10.1126/science.adh0614,,ok,no_direct_pdf
Bio-protocol-5025,https://doi.org/10.21769/BioProtoc.5025,https://bio-protocol.org/en/bpdetail?id=5025&type=0,http://dx.doi.org/10.1016/j.jtherbio.2024.103813,,ok,no_direct_pdf
Bio-protocol-5024,https://doi.org/10.21769/BioProtoc.5024,https://bio-protocol.org/en/bpdetail?id=5024&type=0,https://doi.org/10.21769/BioProtoc.5024,,ok,no_direct_pdf
Bio-protocol-5023,https://doi.org/10.21769/BioProtoc.5023,https://bio-protocol.org/en/bpdetail?id=5023&type=0,https://doi.org/10.7554/eLife.49956,,ok,no_direct_pdf
Bio-protocol-5022,https://doi.org/10.21769/BioProtoc.5022,https://bio-protocol.org/en/bpdetail?id=5022&type=0,https://doi.org/10.1126/sciadv.adh0102,,ok,no_direct_pdf
Bio-protocol-5021,https://doi.org/10.21769/BioProtoc.5021,https://bio-protocol.org/en/bpdetail?id=5021&type=0,http://dx.doi.org/10.3389/fimmu.2022.864868,,ok,no_direct_pdf
Bio-protocol-5020,https://doi.org/10.21769/BioProtoc.5020,https://bio-protocol.org/en/bpdetail?id=5020&type=0,https://doi.org/10.7554/eLife.81656,,ok,no_direct_pdf
Bio-protocol-5019,https://doi.org/10.21769/BioProtoc.5019,https://bio-protocol.org/en/bpdetail?id=5019&type=0,https://www.doi.org/10.1371/journal.pgen.1010731,,ok,no_direct_pdf
Bio-protocol-5018,https://doi.org/10.21769/BioProtoc.5018,https://bio-protocol.org/en/bpdetail?id=5018&type=0,https://www.doi.org/10.1186/s12974-023-02870-2,,ok,no_direct_pdf
Bio-protocol-5017,https://doi.org/10.21769/BioProtoc.5017,https://bio-protocol.org/en/bpdetail?id=5017&type=0,https://doi.org/10.21769/BioProtoc.5017,,ok,no_direct_pdf
Bio-protocol-5016,https://doi.org/10.21769/BioProtoc.5016,https://bio-protocol.org/en/bpdetail?id=5016&type=0,https://pubmed.ncbi.nlm.nih.gov/35463640/,,ok,no_direct_pdf
Bio-protocol-5015,https://doi.org/10.21769/BioProtoc.5015,https://bio-protocol.org/en/bpdetail?id=5015&type=0,https://doi.org/10.21769/BioProtoc.5015,,ok,no_direct_pdf
Bio-protocol-5014,https://doi.org/10.21769/BioProtoc.5014,https://bio-protocol.org/en/bpdetail?id=5014&type=0,https://doi.org/10.21769/BioProtoc.5014,,ok,no_direct_pdf
Bio-protocol-5013,https://doi.org/10.21769/BioProtoc.5013,https://bio-protocol.org/en/bpdetail?id=5013&type=0,https://pubmed.ncbi.nlm.nih.gov/35330301/,,ok,no_direct_pdf
Bio-protocol-5012,https://doi.org/10.21769/BioProtoc.5012,https://bio-protocol.org/en/bpdetail?id=5012&type=0,https://pubmed.ncbi.nlm.nih.gov/37173533/,,ok,no_direct_pdf
Bio-protocol-5011,https://doi.org/10.21769/BioProtoc.5011,https://bio-protocol.org/en/bpdetail?id=5011&type=0,https://doi.org/10.21769/BioProtoc.5011,,ok,no_direct_pdf
Bio-protocol-5010,https://doi.org/10.21769/BioProtoc.5010,https://bio-protocol.org/en/bpdetail?id=5010&type=0,https://doi.org/10.21769/BioProtoc.5010,,ok,no_direct_pdf
Bio-protocol-5009,https://doi.org/10.21769/BioProtoc.5009,https://bio-protocol.org/en/bpdetail?id=5009&type=0,https://www.doi.org/10.1242/jcs.260809,,ok,no_direct_pdf
Bio-protocol-5008,https://doi.org/10.21769/BioProtoc.5008,https://bio-protocol.org/exchange/protocoldetail?id=5008&type=1,,,no_original_link,could_not_find_original_article_anchor
Bio-protocol-5007,https://doi.org/10.21769/BioProtoc.5007,https://bio-protocol.org/exchange/protocoldetail?id=5007&type=7,,,no_original_link,could_not_find_original_article_anchor
Bio-protocol-5006,https://doi.org/10.21769/BioProtoc.5006,,,,error,RetryError[<Future at 0x106b986e0 state=finished raised HTTPError>]
Bio-protocol-5005,https://doi.org/10.21769/BioProtoc.5005,https://bio-protocol.org/exchange/protocoldetail?id=5005&type=1,,,no_original_link,could_not_find_original_article_anchor
Bio-protocol-5004,https://doi.org/10.21769/BioProtoc.5004,https://bio-protocol.org/exchange/protocoldetail?id=5004&type=1,,,no_original_link,could_not_find_original_article_anchor
Bio-protocol-5003,https://doi.org/10.21769/BioProtoc.5003,https://bio-protocol.org/exchange/protocoldetail?id=5003&type=7,https://elifesciences.org/articles/48287,,ok,no_direct_pdf
Bio-protocol-5002,https://doi.org/10.21769/BioProtoc.5002,https://bio-protocol.org/exchange/protocoldetail?id=5002&type=7,https://www.doi.org/10.1242/jcs.260809,,ok,no_direct_pdf
Bio-protocol-5000,https://doi.org/10.21769/BioProtoc.5000,https://bio-protocol.org/exchange/protocoldetail?id=5000&type=4,,,no_original_link,could_not_find_original_article_anchor
Bio-protocol-4998,https://doi.org/10.21769/BioProtoc.4998,https://bio-protocol.org/en/bpdetail?id=4998&type=0,https://pubmed.ncbi.nlm.nih.gov/37559123/,,ok,no_direct_pdf
Bio-protocol-4997,https://doi.org/10.21769/BioProtoc.4997,https://bio-protocol.org/en/bpdetail?id=4997&type=0,https://www.doi.org/10.1083/jcb.202103207,,ok,no_direct_pdf
Bio-protocol-4996,https://doi.org/10.21769/BioProtoc.4996,https://bio-protocol.org/en/bpdetail?id=4996&type=0,https://pubmed.ncbi.nlm.nih.gov/37942703/,,ok,no_direct_pdf
Bio-protocol-4995,https://doi.org/10.21769/BioProtoc.4995,https://bio-protocol.org/en/bpdetail?id=4995&type=0,https://pubmed.ncbi.nlm.nih.gov/37813868/,,ok,no_direct_pdf
Bio-protocol-4994,https://doi.org/10.21769/BioProtoc.4994,https://bio-protocol.org/en/bpdetail?id=4994&type=0,https://pubmed.ncbi.nlm.nih.gov/35953326/,,ok,no_direct_pdf
Bio-protocol-4993,https://doi.org/10.21769/BioProtoc.4993,https://bio-protocol.org/en/bpdetail?id=4993&type=0,http://www.ncbi.nlm.nih.gov/pubmed/31375667,,ok,no_direct_pdf
Bio-protocol-4992,https://doi.org/10.21769/BioProtoc.4992,https://bio-protocol.org/en/bpdetail?id=4992&type=0,https://doi.org/10.7554/eLife.76039,,ok,no_direct_pdf
Bio-protocol-4991,https://doi.org/10.21769/BioProtoc.4991,,,,error,RetryError[<Future at 0x1076ccce0 state=finished raised HTTPError>]
Bio-protocol-4989,https://doi.org/10.21769/BioProtoc.4989,https://bio-protocol.org/en/bpdetail?id=4989&type=0,https://doi.org/10.1126/science.abc6229,,ok,no_direct_pdf
Bio-protocol-4988,https://doi.org/10.21769/BioProtoc.4988,https://bio-protocol.org/en/bpdetail?id=4988&type=0,http://dx.doi.org/10.1021/acs.molpharmaceut.0c01154,,ok,no_direct_pdf
Bio-protocol-4987,https://doi.org/10.21769/BioProtoc.4987,https://bio-protocol.org/en/bpdetail?id=4987&type=0,https://doi.org/10.21769/BioProtoc.4987,,ok,no_direct_pdf
Bio-protocol-4986,https://doi.org/10.21769/BioProtoc.4986,https://bio-protocol.org/en/bpdetail?id=4986&type=0,https://www.doi.org/10.1083/jcb.202110125,,ok,no_direct_pdf
Bio-protocol-4985,https://doi.org/10.21769/BioProtoc.4985,https://bio-protocol.org/en/bpdetail?id=4985&type=0,https://www.doi.org/10.1016/j.molcel.2023.01.009,,ok,no_direct_pdf
Bio-protocol-4983,https://doi.org/10.21769/BioProtoc.4983,https://bio-protocol.org/en/bpdetail?id=4983&type=0,https://doi.org/10.1093/nar/gku1255,,ok,no_direct_pdf
Bio-protocol-4982,https://doi.org/10.21769/BioProtoc.4982,https://bio-protocol.org/en/bpdetail?id=4982&type=0,https://www.doi.org/10.1038/s41556-023-01260-3,,ok,no_direct_pdf
Bio-protocol-4981,https://doi.org/10.21769/BioProtoc.4981,https://bio-protocol.org/en/bpdetail?id=4981&type=0,http://dx.doi.org/10.1101/2022.11.28.518201,,ok,no_direct_pdf
Bio-protocol-4980,https://doi.org/10.21769/BioProtoc.4980,https://bio-protocol.org/en/bpdetail?id=4980&type=0,https://doi.org/10.1242/dmm.050267,,ok,no_direct_pdf
Bio-protocol-4979,https://doi.org/10.21769/BioProtoc.4979,https://bio-protocol.org/en/bpdetail?id=4979&type=0,https://www.doi.org/10.1083/jcb.202108001,,ok,no_direct_pdf
Bio-protocol-4978,https://doi.org/10.21769/BioProtoc.4978,https://bio-protocol.org/en/bpdetail?id=4978&type=0,https://doi.org/10.21769/BioProtoc.4978,,ok,no_direct_pdf
Bio-protocol-4977,https://doi.org/10.21769/BioProtoc.4977,https://bio-protocol.org/en/bpdetail?id=4977&type=0,https://doi.org/10.1126/sciadv.add8023,,ok,no_direct_pdf
